VARIABLE_NAME	VARIABLE_SCOPE	DEFAULT_VALUE	CURRENT_VALUE	MIN_VALUE	MAX_VALUE	POSSIBLE_VALUES	IS_NOOP
tidb_skip_isolation_level_check	SESSION,GLOBAL	OFF	OFF	NULL	NULL	NULL	NO
tidb_skip_missing_partition_stats	SESSION,GLOBAL	ON	ON	NULL	NULL	NULL	NO
tidb_skip_utf8_check	SESSION,GLOBAL	OFF	OFF	NULL	NULL	NULL	NO
tidb_slow_log_max_per_sec	GLOBAL	0	1000000	0	1000000	NULL	NO
tidb_slow_log_rules	SESSION,GLOBAL			NULL	NULL	NULL	NO
tidb_slow_log_threshold	INSTANCE	300	300	-1	9223372036854775807	NULL	NO
tidb_slow_query_file	SESSION	tidb-slow.log	tidb-slow.log	NULL	NULL	NULL	NO
tidb_slow_txn_log_threshold	SESSION	0	0	0	9223372036854775807	NULL	NO
tidb_snapshot	SESSION			NULL	NULL	NULL	NO
tidb_source_id	GLOBAL	1	1	1	15	NULL	NO
tidb_stats_cache_mem_quota	GLOBAL	0	0	0	1099511627776	NULL	NO
tidb_stats_load_pseudo_timeout	GLOBAL	ON	ON	NULL	NULL	NULL	NO
tidb_stats_load_sync_wait	SESSION,GLOBAL	100	100	0	2147483647	NULL	NO
tidb_stats_update_during_ddl	SESSION,GLOBAL	OFF	OFF	NULL	NULL	NULL	NO
tidb_stmt_summary_enable_persistent	INSTANCE		OFF	NULL	NULL	NULL	NO
tidb_stmt_summary_file_max_backups	INSTANCE		0	NULL	NULL	NULL	NO
tidb_stmt_summary_file_max_days	INSTANCE		3	NULL	NULL	NULL	NO
tidb_stmt_summary_file_max_size	INSTANCE		64	NULL	NULL	NULL	NO
tidb_stmt_summary_filename	INSTANCE		tidb-statements.log	NULL	NULL	NULL	NO
tidb_stmt_summary_history_size	GLOBAL	24	24	0	255	NULL	NO
tidb_stmt_summary_internal_query	GLOBAL	OFF	OFF	NULL	NULL	NULL	NO
tidb_stmt_summary_max_sql_length	GLOBAL	4096	4096	0	2147483647	NULL	NO
tidb_stmt_summary_max_stmt_count	GLOBAL	3000	3000	1	32767	NULL	NO
tidb_stmt_summary_refresh_interval	GLOBAL	1800	1800	1	2147483647	NULL	NO
tidb_store_batch_size	SESSION,GLOBAL	4	4	0	25000	NULL	NO
tidb_store_limit	GLOBAL	0	0	0	9223372036854775807	NULL	NO
tidb_streamagg_concurrency	SESSION,GLOBAL	1	1	1	256	NULL	NO
tidb_super_read_only	GLOBAL	OFF	OFF	NULL	NULL	NULL	NO
tidb_sysdate_is_now	SESSION,GLOBAL	OFF	OFF	NULL	NULL	NULL	NO
tidb_sysproc_scan_concurrency	GLOBAL	1	1	0	2147483647	NULL	NO
tidb_table_cache_lease	GLOBAL	3	3	1	10	NULL	NO
tidb_tmp_table_max_size	SESSION,GLOBAL	67108864	67108864	1048576	137438953472	NULL	NO
tidb_top_sql_max_meta_count	GLOBAL	5000	5000	1	10000	NULL	NO
tidb_top_sql_max_time_series_count	GLOBAL	100	100	1	5000	NULL	NO
tidb_track_aggregate_memory_usage	SESSION,GLOBAL	ON	ON	NULL	NULL	NULL	NO
tidb_tso_client_batch_max_wait_time	GLOBAL	0	0	0	10	NULL	NO
tidb_tso_client_rpc_mode	GLOBAL	DEFAULT	DEFAULT	NULL	NULL	DEFAULT,PARALLEL,PARALLEL-FAST	NO
tidb_ttl_delete_batch_size	GLOBAL	100	100	1	10240	NULL	NO
tidb_ttl_delete_rate_limit	GLOBAL	0	0	0	9223372036854775807	NULL	NO
tidb_ttl_delete_worker_count	GLOBAL	4	4	1	256	NULL	NO
tidb_ttl_job_enable	GLOBAL	ON	ON	NULL	NULL	NULL	NO
tidb_ttl_job_schedule_window_end_time	GLOBAL	23:59 +0000	23:59 +0000	NULL	NULL	NULL	NO
tidb_ttl_job_schedule_window_start_time	GLOBAL	00:00 +0000	00:00 +0000	NULL	NULL	NULL	NO
tidb_ttl_running_tasks	GLOBAL	-1	-1	1	256	NULL	NO
tidb_ttl_scan_batch_size	GLOBAL	500	500	1	10240	NULL	NO
tidb_ttl_scan_worker_count	GLOBAL	4	4	1	256	NULL	NO
tidb_txn_assertion_level	SESSION,GLOBAL	FAST	FAST	NULL	NULL	OFF,FAST,STRICT	NO
tidb_txn_commit_batch_size	GLOBAL	16384	16384	1	1073741824	NULL	NO
tidb_txn_entry_size_limit	SESSION,GLOBAL	0	0	0	125829120	NULL	NO
tidb_txn_mode	SESSION,GLOBAL	pessimistic	pessimistic	NULL	NULL	pessimistic,optimistic	NO
tidb_use_plan_baselines	SESSION,GLOBAL	ON	ON	NULL	NULL	NULL	NO
tidb_wait_split_region_finish	SESSION	ON	ON	NULL	NULL	NULL	NO
tidb_wait_split_region_timeout	SESSION	300	300	1	2147483647	NULL	NO
tidb_window_concurrency	SESSION,GLOBAL	-1	-1	1	256	NULL	NO
tiflash_compute_dispatch_policy	SESSION,GLOBAL	consistent_hash	consistent_hash	NULL	NULL	NULL	NO
tiflash_fastscan	SESSION,GLOBAL	OFF	OFF	NULL	NULL	NULL	NO
tiflash_fine_grained_shuffle_batch_size	SESSION,GLOBAL	8192	8192	1	18446744073709551615	NULL	NO
tiflash_fine_grained_shuffle_stream_count	SESSION,GLOBAL	0	0	-1	1024	NULL	NO
tiflash_hashagg_preaggregation_mode	SESSION,GLOBAL	force_preagg	force_preagg	NULL	NULL	NULL	NO
tiflash_mem_quota_query_per_node	SESSION,GLOBAL	0	0	-1	9223372036854775807	NULL	NO
tiflash_query_spill_ratio	SESSION,GLOBAL	0.7	0.7	0	1	NULL	NO
tiflash_replica_read	SESSION,GLOBAL	all_replicas	all_replicas	NULL	NULL	all_replicas,closest_adaptive,closest_replicas	NO
tikv_client_read_timeout	SESSION,GLOBAL	0	0	0	2147483647	NULL	NO
time_format	NONE	%H:%i:%s	%H:%i:%s	NULL	NULL	NULL	YES
time_zone	SESSION,GLOBAL	SYSTEM	SYSTEM	NULL	NULL	NULL	NO
timestamp	SESSION	0	1777720601.921324	0	2147483647	NULL	NO
tls_version	NONE	TLSv1,TLSv1.1,TLSv1.2	TLSv1,TLSv1.1,TLSv1.2	NULL	NULL	NULL	YES
tmp_table_size	SESSION,GLOBAL	16777216	16777216	1024	18446744073709551615	NULL	YES
tmpdir	NONE	/var/tmp/	/var/tmp/	NULL	NULL	NULL	YES
transaction_alloc_block_size	SESSION,GLOBAL	8192	8192	NULL	NULL	NULL	YES
transaction_allow_batching	SESSION			NULL	NULL	NULL	YES
transaction_isolation	SESSION,GLOBAL	REPEATABLE-READ	REPEATABLE-READ	NULL	NULL	READ-UNCOMMITTED,READ-COMMITTED,REPEATABLE-READ,SERIALIZABLE	NO
transaction_prealloc_size	SESSION,GLOBAL	4096	4096	NULL	NULL	NULL	YES
transaction_read_only	SESSION,GLOBAL	OFF	OFF	NULL	NULL	NULL	YES
transaction_write_set_extraction	SESSION,GLOBAL			NULL	NULL	NULL	YES
tx_isolation	SESSION,GLOBAL	REPEATABLE-READ	REPEATABLE-READ	NULL	NULL	READ-UNCOMMITTED,READ-COMMITTED,REPEATABLE-READ,SERIALIZABLE	NO
tx_isolation_one_shot	SESSION			NULL	NULL	NULL	NO
tx_read_only	SESSION,GLOBAL	OFF	OFF	NULL	NULL	NULL	YES
tx_read_ts	SESSION			NULL	NULL	NULL	NO
txn_scope	SESSION	global	global	NULL	NULL	NULL	NO
unique_checks	SESSION,GLOBAL	ON	ON	NULL	NULL	NULL	YES
updatable_views_with_limit	SESSION,GLOBAL	YES	YES	NULL	NULL	NULL	YES
validate_password.check_user_name	GLOBAL	ON	ON	NULL	NULL	NULL	NO
validate_password.dictionary	GLOBAL			NULL	NULL	NULL	NO
validate_password.enable	GLOBAL	OFF	OFF	NULL	NULL	NULL	NO
validate_password.length	GLOBAL	8	8	0	2147483647	NULL	NO
validate_password.mixed_case_count	GLOBAL	1	1	0	2147483647	NULL	NO
validate_password.number_count	GLOBAL	1	1	0	2147483647	NULL	NO
validate_password.policy	GLOBAL	MEDIUM	MEDIUM	NULL	NULL	LOW,MEDIUM,STRONG	NO
validate_password.special_char_count	GLOBAL	1	1	0	2147483647	NULL	NO
version	NONE	8.0.11-TiDB-v8.5.6	8.0.11-TiDB-v8.5.6	NULL	NULL	NULL	NO
version_comment	NONE	TiDB Server (Apache License 2.0) Community Edition, MySQL 8.0 compatible	TiDB Server (Apache License 2.0) Community Edition, MySQL 8.0 compatible	NULL	NULL	NULL	NO
version_compile_machine	NONE	arm64	arm64	NULL	NULL	NULL	NO
version_compile_os	NONE	darwin	darwin	NULL	NULL	NULL	NO
wait_timeout	SESSION,GLOBAL	28800	28800	0	31536000	NULL	NO
warning_count	SESSION	0	0	NULL	NULL	NULL	NO
windowing_use_high_precision	SESSION,GLOBAL	ON	ON	NULL	NULL	NULL	NO
